Country_Code	Country	Pollutant_name	Format_name	Sector_code	Year	Emissions	Unit	Notation	VersionId	Parent_sector_code	Sector_name	Sector_label_EEA
BG	Bulgaria	As	NFR 2014-1	1A4ai	1998	0.049278	Mg		2	NATIONAL TOTAL	Commercial/institutional: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1A4bi	1998	0.07828220911	Mg		2	NATIONAL TOTAL	Residential: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1A4ci	1998	0.008867	Mg		2	NATIONAL TOTAL	Agriculture/Forestry/Fishing: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1B2aiv	1998	0.0283305	Mg		2	NATIONAL TOTAL	Fugitive emissions oil: Refining / storage	Energy production and distribution
BG	Bulgaria	As	NFR 2014-1	3F	1998	2.6801503131648e-06	Mg		2	NATIONAL TOTAL	Field burning of agricultural residues	Agriculture
BG	Bulgaria	As	NFR 2014-1	5C1bi	1998	0.0010426456257531	Mg		2	NATIONAL TOTAL	Industrial waste incineration	Waste
BG	Bulgaria	As	NFR 2014-1	5C1biii	1998	0.000170615189948	Mg		2	NATIONAL TOTAL	Clinical waste incineration	Waste
BG	Bulgaria	As	NFR 2014-1	5C1bv	1998	6.1245e-05	Mg		2	NATIONAL TOTAL	Cremation	Waste
BG	Bulgaria	As	NFR 2014-1	5E	1998	0.00332849	Mg		2	NATIONAL TOTAL	Other waste	Waste
BG	Bulgaria	As	NFR 2014-1	NATIONAL TOTAL	1998	17.8710025844159	Mg		2		National total for the entire territory (based on fuel sold)	National total for the entire territory
BG	Bulgaria	As	NFR 2014-1	3F	1997	2.6436186577152e-06	Mg		2	NATIONAL TOTAL	Field burning of agricultural residues	Agriculture
BG	Bulgaria	As	NFR 2014-1	5C1bi	1997	0.0006139563784693	Mg		2	NATIONAL TOTAL	Industrial waste incineration	Waste
BG	Bulgaria	As	NFR 2014-1	5C1biii	1997	0.0001706396399893	Mg		2	NATIONAL TOTAL	Clinical waste incineration	Waste
BG	Bulgaria	As	NFR 2014-1	5C1bv	1997	6.1245e-05	Mg		2	NATIONAL TOTAL	Cremation	Waste
BG	Bulgaria	As	NFR 2014-1	5E	1997	0.00285617	Mg		2	NATIONAL TOTAL	Other waste	Waste
BG	Bulgaria	As	NFR 2014-1	NATIONAL TOTAL	1997	18.2065743082141	Mg		2		National total for the entire territory (based on fuel sold)	National total for the entire territory
BG	Bulgaria	As	NFR 2014-1	2C1	1997	0.3907870929	Mg		2	NATIONAL TOTAL	Iron and steel production	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2D3g	1997	4.985e-09	Mg		2	NATIONAL TOTAL	Chemical products	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2D3i	1997	0.0	Mg		2	NATIONAL TOTAL	Other solvent use	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2G	1997	0.0014067254519426	Mg		2	NATIONAL TOTAL	Other product use	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2C1	1998	0.330176325	Mg		2	NATIONAL TOTAL	Iron and steel production	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2D3g	1998	1.988e-09	Mg		2	NATIONAL TOTAL	Chemical products	Industrial processes and product use
